country	review_text	taste	varieta
uk	Perfect. Quick delivery. Amazing product. I shoul order more... :D		
uk	My order has been cancelled in very late time, now the price is not what i expected.		
uk	Excellent Service My Daughter Was Very Happy With it, Thanks Once Again.		
uk	Run of the mill stuff,but you can't grumble at the price..		
uk	Got this for my parent's anniversary. Fills a generous amount of two flutes. Would buy again.		
uk	A nice easy going champagne, not to sweet. The only problem with this product is the delivery service. The couriers only deliver monday to friday 9 to 5 (ups) and refuse to leave any where or with any neighbour even if you specifiy this! The product was returned once due to me being at work and not able to take delivery and the driver not leaving with a neighbour. I explained this problem to poorly and at home to take the parcel in. I would never order alcohol again this way again. Amazon are fantastic when using Yodel or The Post Office.		
uk	It went down a treat with no hangovers the next morning !		
uk	unfortunately courier left it out in the rain and never left a card to say it had been delivered but product as described		
uk	Very fast delivery. Looks good and can't wait to drink it!		
uk	I ordered a bottle of champagne and received it within the next few hours on the same day. This was without any extra charges. I even got a text message informing me about this early delivery. I will definitely order from here again!		
uk	Bought it as a gift, and it went well! No complaints at all.		
uk	Ive bought this for a house warming gift for my boyfiend.....hope he likes it!!! Delivery time was fantasic, id say less that 24hrs. How it was packaged was a slight concern for me, but i didnt need to worry! I'll be ordering again soon as all of my friends are turning 30!!!!		
uk	I was so delighted with the gift I chose and sent to my sister for a SECIAL BIRTHDAY. It was reasonably priced and delivered on time. Would so recommend thus service to my friends and family.... THANKYOU Amazon		
uk	Delivery made as promised. Very satisfied with the service.		
uk	This product is familiar to us and has always been a favourite celebration tipple. Please drink it form a proper Champagne Flute to get the full benefit of the bubbles.		
uk	We've bought it before - very good but DON'T SEND MORE INFO. by email or by any other means, thanks		
uk	I gave this to someone I was in love with. I got negative reviews for my personality -which lacks sufficient fizz- and he got bored very quickly with my body but touch wood the champagne seems to have gone down OK - And one out of three ain't so bad!		
uk	Great gift! Was perfect as quick deliver and saves carrying it around		
uk	Love the taste and bubbles.. enjoyed the first champagne experience. Fizz lasted more than days. Definitely recommend this.		
uk	It was great champagne, will order again for next good occasion.		
uk	this chamapgne is lovely bubbly, very good, great for celebrations or just drinikng anytime if you can afford it, a great product		
uk	Premium brand champagne at a great price, what's not to like? This is the genuine article.		
uk	It's pronounced Mowet phonetically. Mo-Wet I am a little annoyed when I see folks call it Mo-a-ee. Which is wrong.		
uk	Speaks for itself. The only reason for a 4-star was because the box was slightly damaged. Not what I expect on a product of this value and quality but given as it was a present, I didn’t have time to return it. Not drinking the box though hey!		
uk	Created in 1968, this is the rose that put pink on the map for both men and women. Great taste, colour, aroma. Full richness of flavour, you can’t go wrong with a bottle of this classic	roserich rose	
uk	Ordered this from the black Friday daily deals as I love this champagne. Presentation box is really nice and the champagne has a great taste and good balance between dry and sweet.		
uk	Got on special offer. So for the price I am more than happy		
uk	Gorgeous Champagne presented in a beautiful box. Fantastic for a special gift/occasion.		
uk	One of my favourite champagnes. When it's on an Amazon offer like Black Friday it's even better.		
uk	All drank! I bought this on Amazon because I could not find it in the shops where they constantly told me that it is an outdated drink. I just happen to like it.		
uk	Good product competitively priced (at the time) , too much packaging but fast ship		
uk	Good value for price was a nice drink mixed with lemonade. The bottle actually is slight bigger than pictured so good.		
uk	My favourite - with next day delivery on prime- need I say more?		
uk	Vermouth varieties can be pretty confusing. As is the case here, white doesn't necessarily mean dry. Way back in history Martini Bianco started life as a dry vermouth but was sweetened to end up as more like a halfway house between a dry and a sweet vermouth (Martini 'extra dry' is their dry vermouth expression). If you want a vermouth that has the best of both sweet and dry characteristics then try Martini Bianco. With a dash of bitters and some gin it makes for a lovely, soft, 'just one more' Martini that'll convert anyone who normally finds them too dry.		
uk	My first ever Tawny. Stunning flavours. Wonderful texture. Surreal walnut like taste on the exhale. Suits my palate, woody, slightly fruity but not overpowering, with caramel and nutty aromas. Amazing experience. Ordered the 20 year and have an eye on some vintage too. Thanks amazon.		port
uk	Lovely taste, nice and light without being too sweet. I'm not a huge drinker, so I'd definitely recommend it to anyone who wants to enjoy a drink with friends, but not sure what to have. Although it started going down very fast once my friends got a whiff lol. Will definitely order again. Oh yeah, it was beautifully presented, too good for me tbh! Fantastic gift idea!		port
uk	God, betrayal. I'm a huge whisky drinker but I do indeed have a sweet tooth, and combining those two in the heavenly form of port should be damn near illegal, I can thoroughly say I drink a lot more port at home now and after noting the warmth of other cheaper bottles like Taylors, Grahams Tawny port is just another experience entirely, incredibly tasty, almondy, sweet and just enough complexity and it was smooth. I couldn't tell you the tasting or nosings because me and wuh lass demolished this bottle in less than 45 minutes easily. Had it ordered for £13.50 and it was worth every penny.		port
